"UID","Record_Category","Record_Type","File_Path","File_Extention","File_Name","Text_Caption","Associated_Find","Associated_CommunityFind","Associated_Trench","Associated_Context","Associated_Sample","Associated_Building","Associated_Room","Associated_Masonry","Associated_WorkedStone","Associated_Survey","Associated_Photogrametry","Associated_Skeleton","Associated_Find_List","Associated_CommunityFind_List","Associated_Trench_List","Associated_Context_List","Associated_Sample_List","Associated_Building_List","Associated_Room_List","Associated_Masonry_List","Associated_WorkedStone_List","Associated_Survey_List","Associated_Photogrametry_List","Associated_Skeleton_List","Created_Date","Edit_LastEdit"
517,"Report","Report","\Documents_Reports-Notebooks\",".pdf","Boon - 1950 - Excavations at King's Weston","Boon, G. C. 1950. “Excavations at King’s Weston.” Transactions of the Bristol and Gloucestershire Archaeological Society 69: 5–58","?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","2",,,16/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:29 BY Admin; "
518,"Report","Report","\Documents_Reports-Notebooks\",".pdf","Boon - 1993 - Kingsweston Villa Revisited The East Wing Murder","Boon, G. C. 1993. “Kingsweston Villa Revisited: The East Wing Murder and Other Burials.” Transactions of the Bristol and Gloucestershire Archaeological Society 111: 77–83.","?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","11",,,,,,16/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:33 BY Admin; "
519,"Report","Report","\Documents_Reports-Notebooks\",".pdf","BaRAS - 1995 - Survey and Archaeological Excavation of Kings West","BaRAS. 1995. Survey and Archaeological Excavation of Kings Weston Roman Villa, Lawrence Weston, Bristol [BA/D197, SMR 20024]. Bristol: Bristol and Region Archaeological Services.","?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","11, 12",,"13, 14, 15, 16, 17, 18, 19, 20, 34","4",,,16/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:31 BY Admin; "
520,"Interpretation","Illustration","\Documents_Sections-Plans-Maps\",".png","B01_2019_I_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25",,,,16/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:20 BY Admin; "
521,"Building","Plans and Sections","\Documents_Sections-Plans-Maps\",".png","B01_1950_T_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25",,,,16/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:15 BY Admin; "
522,"Masonry","Plans and Sections","\Documents_Sections-Plans-Maps\",".png","B01.11-12_1995_M_02",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","11",,,"4",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:22 BY Admin; "
523,"Building","Plans and Sections","\Documents_Sections-Plans-Maps\",".png","B01.11-12_1995_M_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","11, 12",,"13, 14, 15, 16, 17, 18, 19, 20","4",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:16 BY Admin; "
524,"Masonry","Image","\Archaeology_Buildings-Masonry-WorkedStone\Masonry_Photos\",".png","M017_1995_P_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","11",,,"4",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:23 BY Admin; "
525,"Masonry","Image","\Archaeology_Buildings-Masonry-WorkedStone\Masonry_Photos\",".png","M021-26_1995_P_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","11",,,"4",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:25 BY Admin; "
526,"Masonry","Image","\Archaeology_Buildings-Masonry-WorkedStone\Masonry_Photos\",".png","M021-26_1995_P_02",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","11",,,"4",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:27 BY Admin; "
527,"Masonry","Image","\Archaeology_Buildings-Masonry-WorkedStone\Masonry_Photos\",".png","M07-11_1995_P_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","11",,,"4",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:26 BY Admin; "
528,"Building","Image","\Archaeology_Buildings-Masonry-WorkedStone\Building_Photos\",".png","B01.11_1995_P_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","11",,"13, 14, 15, 16, 17","4",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:04 BY Admin; "
529,"Building","Image","\Excavation_Photos\",".png","B01.11_1950_P_02",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","11",,"15","2",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:45:52 BY Admin; "
530,"Building","Image","\Excavation_Photos\",".png","B01.11_1950_P_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","11",,"13, 14, 15, 16, 17, 18, 19, 20","2",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:12 BY Admin; "
531,"Building","Image","\Excavation_Photos\",".png","B01.07_1950_P_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","7",,,"2",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:10 BY Admin; "
532,"Building","Image","\Excavation_Photos\",".png","B01.05_1950_P_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","5",,,"2",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:09 BY Admin; "
533,"Building","Image","\Excavation_Photos\",".png","B01.03_1950_P_02",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","3",,,"2",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:07 BY Admin; "
534,"Building","Image","\Excavation_Photos\",".png","B01.03_1950_P_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","3",,,"2",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:06 BY Admin; "
535,"Interpretation","Illustration","\Documents_Sections-Plans-Maps\",".png","B01.10-8_1950_I_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","8, 10",,"1, 2, 3, 4, 5, 6","2",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:19 BY Admin; "
536,"Interpretation","Illustration","\Documents_Sections-Plans-Maps\",".png","B01.10-8_1950_I_02",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1","8, 10",,"1, 2, 3, 4, 5, 6, 7, 8, 22","2",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:18 BY Admin; "
537,"Survey","Plans and Sections","\Documents_Sections-Plans-Maps\",".png","B01_1995_M_01",,"?","?","?","?","?","?","?","?","?","?","?","?",,,,,,"1",,,,"4",,,19/03/2021 00:00:00,"EDIT ON 31/03/2021 08:41:35 BY Admin; "
