"UID","Level_Method","Level_Type","Level_X","Level_Y","Level_BM","Level_BS","Level_FS","Level_HPC","Level_RL","Level_Dist","Level_Note","Associated_Find","Associated_Trench","Associated_Context","Associated_Sample","Associated_Masonry","Associated_WorkedStone","Associated_Find_List","Associated_Trench_List","Associated_Context_List","Associated_Sample_List","Associated_Building_List","Associated_Masonry_List","Associated_WorkedStone_List","Edit_LastEdit","Created_Date"
76,"Digital","Level",353377.74,177556.02,0.00,11.10,0.00,11.10,11.10,0.00,"353,377.74E 177,556.02N m 11.1 m",,,,,"32",,,,,,,"32",,"EDIT ON 31/03/2021 10:28:42 BY Admin; ",29/03/2021 00:00:00
77,"Digital","Level",353377.34,177555.75,0.00,11.01,0.00,11.01,11.01,0.00,"353,377.34E 177,555.75N m 11.013 m",,,,,"32",,,,,,,,,,29/03/2021 00:00:00
